,,Classification,Total,Public childcare center,Social welfare corporation childcare center,Corporate organization childcare center,Private childcare center,Home childcare center,Parent cooperative childcare center,Workplace childcare center
,South Gyeongsang Gimhae-si,Total,"16,311","1,937",469,164,"8,699","4,959",0,83
,South Gyeongsang Gimhae-si,Male,"8,491",991,260,91,"4,532","2,571",0,46
,South Gyeongsang Gimhae-si,Female,"7,820",946,209,73,"4,167","2,388",0,37
,South Gyeongsang Miryang-si,Total,"1,997",178,571,35,903,267,0,43
,South Gyeongsang Miryang-si,Male,"1,019",97,290,18,471,125,0,18
,South Gyeongsang Miryang-si,Female,978,81,281,17,432,142,0,25
,South Gyeongsang Geoje-si,Total,"9,250",973,280,0,"5,542","1,923",16,516
,South Gyeongsang Geoje-si,Male,"4,762",489,130,0,"2,864","1,006",10,263
,South Gyeongsang Geoje-si,Female,"4,488",484,150,0,"2,678",917,6,253
,South Gyeongsang Yangsan-si,Total,"11,549",685,962,88,"6,026","3,484",137,167
,South Gyeongsang Yangsan-si,Male,"5,973",347,512,36,"3,120","1,797",77,84
,South Gyeongsang Yangsan-si,Female,"5,576",338,450,52,"2,906","1,687",60,83
,South Gyeongsang Uiryeong-gun,Total,301,121,0,101,61,18,0,0
,South Gyeongsang Uiryeong-gun,Male,149,61,0,50,31,7,0,0
,South Gyeongsang Uiryeong-gun,Female,152,60,0,51,30,11,0,0
,South Gyeongsang Haman-gun,Total,"1,402",189,199,47,658,235,0,74
,South Gyeongsang Haman-gun,Male,726,103,119,25,328,115,0,36
,South Gyeongsang Haman-gun,Female,676,86,80,22,330,120,0,38
,South Gyeongsang Changnyeong-gun,Total,"1,097",231,213,80,521,19,0,33
,South Gyeongsang Changnyeong-gun,Male,568,119,113,39,273,8,0,16
,South Gyeongsang Changnyeong-gun,Female,529,112,100,41,248,11,0,17
,South Gyeongsang Goseong-gun,Total,"1,065",210,143,151,503,58,0,0
,South Gyeongsang Goseong-gun,Male,539,107,69,73,262,28,0,0
,South Gyeongsang Goseong-gun,Female,526,103,74,78,241,30,0,0
,South Gyeongsang Namhae-gun,Total,565,120,0,247,181,17,0,0
,South Gyeongsang Namhae-gun,Male,296,67,0,124,94,11,0,0
,South Gyeongsang Namhae-gun,Female,269,53,0,123,87,6,0,0
,South Gyeongsang Hadong-gun,Total,650,114,173,132,208,0,0,23
,South Gyeongsang Hadong-gun,Male,326,59,82,70,104,0,0,11
,South Gyeongsang Hadong-gun,Female,324,55,91,62,104,0,0,12
,South Gyeongsang Sancheong-gun,Total,461,313,0,72,76,0,0,0
,South Gyeongsang Sancheong-gun,Male,240,167,0,31,42,0,0,0
,South Gyeongsang Sancheong-gun,Female,221,146,0,41,34,0,0,0
,South Gyeongsang Hamgyang-gun,Total,544,178,305,21,0,40,0,0
,South Gyeongsang Hamgyang-gun,Male,263,93,134,13,0,23,0,0
,South Gyeongsang Hamgyang-gun,Female,281,85,171,8,0,17,0,0
,South Gyeongsang Geochang-gun,Total,"1,292",247,0,46,897,102,0,0
,South Gyeongsang Geochang-gun,Male,673,132,0,24,462,55,0,0
,South Gyeongsang Geochang-gun,Female,619,115,0,22,435,47,0,0
,South Gyeongsang Hapcheon-gun,Total,450,189,33,113,75,40,0,0
,South Gyeongsang Hapcheon-gun,Male,248,107,19,65,41,16,0,0
,South Gyeongsang Hapcheon-gun,Female,202,82,14,48,34,24,0,0
Jeju,Jeju Total,Total,"25,197","2,128","6,048","2,560","11,576","1,896",0,989
,Jeju Total,Male,"12,984","1,117","3,145","1,312","5,950",987,0,473
,Jeju Total,Female,"12,213","1,011","2,903","1,248","5,626",909,0,516
,Jeju Jeju-si,Total,"19,031","1,140","3,910","1,647","9,825","1,640",0,869
,Jeju Jeju-si,Male,"9,834",598,"2,052",856,"5,069",851,0,408
,Jeju Jeju-si,Female,"9,197",542,"1,858",791,"4,756",789,0,461
,Jeju Seogwipo-si,Total,"6,166",988,"2,138",913,"1,751",256,0,120
,Jeju Seogwipo-si,Male,"3,150",519,"1,093",456,881,136,0,65
,Jeju Seogwipo-si,Female,"3,016",469,"1,045",457,870,120,0,55
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
