,,Classification,Total,Public childcare center,Social welfare corporation childcare center,Corporate organization childcare center,Private childcare center,Home childcare center,Parent cooperative childcare center,Workplace childcare center
,Gyeonggi Gapyeong-gun,Total,"1,246",286,54,84,570,180,0,72
,Gyeonggi Gapyeong-gun,Male,633,137,24,49,292,91,0,40
,Gyeonggi Gapyeong-gun,Female,613,149,30,35,278,89,0,32
,Gyeonggi Yangpyeong-gun,Total,"2,525",712,47,41,"1,587",132,0,6
,Gyeonggi Yangpyeong-gun,Male,"1,315",366,23,24,825,73,0,4
,Gyeonggi Yangpyeong-gun,Female,"1,210",346,24,17,762,59,0,2
Gangwon,Gangwon Total,Total,"35,406","6,542","5,228","1,511","14,351","5,185",66,"2,523"
,Gangwon Total,Male,"18,256","3,392","2,676",798,"7,399","2,655",29,"1,307"
,Gangwon Total,Female,"17,150","3,150","2,552",713,"6,952","2,530",37,"1,216"
,Gangwon Chuncheon-si,Total,"7,389","1,183",770,439,"2,848","1,527",32,590
,Gangwon Chuncheon-si,Male,"3,810",617,416,231,"1,458",778,17,293
,Gangwon Chuncheon-si,Female,"3,579",566,354,208,"1,390",749,15,297
,Gangwon Wonju-si,Total,"8,820","1,368",581,227,"4,187","1,724",14,719
,Gangwon Wonju-si,Male,"4,560",700,301,115,"2,173",894,4,373
,Gangwon Wonju-si,Female,"4,260",668,280,112,"2,014",830,10,346
,Gangwon Gangneung-si,Total,"4,757",444,913,56,"2,573",466,20,285
,Gangwon Gangneung-si,Male,"2,465",221,482,33,"1,335",241,8,145
,Gangwon Gangneung-si,Female,"2,292",223,431,23,"1,238",225,12,140
,Gangwon Donghae-si,Total,"2,226",130,478,177,879,485,0,77
,Gangwon Donghae-si,Male,"1,164",76,259,98,464,225,0,42
,Gangwon Donghae-si,Female,"1,062",54,219,79,415,260,0,35
,Gangwon Taebaek-si,Total,975,465,135,39,120,67,0,149
,Gangwon Taebaek-si,Male,515,246,64,18,72,40,0,75
,Gangwon Taebaek-si,Female,460,219,71,21,48,27,0,74
,Gangwon Sokcho-si,Total,"2,343",556,490,98,897,297,0,5
,Gangwon Sokcho-si,Male,"1,211",300,237,54,450,165,0,5
,Gangwon Sokcho-si,Female,"1,132",256,253,44,447,132,0,0
,Gangwon Samcheok-si,Total,"1,090",312,98,0,397,271,0,12
,Gangwon Samcheok-si,Male,559,166,55,0,207,127,0,4
,Gangwon Samcheok-si,Female,531,146,43,0,190,144,0,8
,Gangwon Hongcheon-gun,Total,"1,261",111,151,75,711,89,0,124
,Gangwon Hongcheon-gun,Male,648,50,77,38,367,44,0,72
,Gangwon Hongcheon-gun,Female,613,61,74,37,344,45,0,52
,Gangwon Hoengseong-gun,Total,751,76,282,34,274,50,0,35
,Gangwon Hoengseong-gun,Male,386,38,140,19,143,28,0,18
,Gangwon Hoengseong-gun,Female,365,38,142,15,131,22,0,17
,Gangwon Yeongwol-gun,Total,503,97,179,100,87,40,0,0
,Gangwon Yeongwol-gun,Male,275,56,86,58,51,24,0,0
,Gangwon Yeongwol-gun,Female,228,41,93,42,36,16,0,0
,Gangwon Pyongchang-gun,Total,625,299,122,70,130,4,0,0
,Gangwon Pyongchang-gun,Male,313,157,55,36,62,3,0,0
,Gangwon Pyongchang-gun,Female,312,142,67,34,68,1,0,0
,Gangwon Jeongseon-gun,Total,510,262,237,0,0,11,0,0
,Gangwon Jeongseon-gun,Male,261,133,125,0,0,3,0,0
,Gangwon Jeongseon-gun,Female,249,129,112,0,0,8,0,0
,Gangwon Cheolwon-gun,Total,"1,275",146,152,44,768,22,0,143
,Gangwon Cheolwon-gun,Male,650,85,73,24,381,12,0,75
,Gangwon Cheolwon-gun,Female,625,61,79,20,387,10,0,68
,Gangwon Hwacheon-gun,Total,629,251,82,0,190,43,0,63
,Gangwon Hwacheon-gun,Male,321,124,45,0,91,24,0,37
,Gangwon Hwacheon-gun,Female,308,127,37,0,99,19,0,26
,Gangwon Yanggu-gun,Total,608,128,298,54,32,8,0,88
,Gangwon Yanggu-gun,Male,303,71,144,25,12,6,0,45
,Gangwon Yanggu-gun,Female,305,57,154,29,20,2,0,43
,Gangwon Inje-gun,Total,828,228,119,67,111,70,0,233
,Gangwon Inje-gun,Male,419,112,50,37,62,35,0,123
,Gangwon Inje-gun,Female,409,116,69,30,49,35,0,110
,Gangwon Goseong-gun,Total,464,327,0,0,137,0,0,0
,Gangwon Goseong-gun,Male,221,154,0,0,67,0,0,0
,Gangwon Goseong-gun,Female,243,173,0,0,70,0,0,0
,Gangwon Yangyang-gun,Total,352,159,141,31,10,11,0,0
,Gangwon Yangyang-gun,Male,175,86,67,12,4,6,0,0
,Gangwon Yangyang-gun,Female,177,73,74,19,6,5,0,0
North Chungcheong,North Chungcheong Total,Total,"43,675","5,771","6,494","1,623","21,728","6,004",68,"1,987"
,North Chungcheong Total,Male,"22,542","3,001","3,389",821,"11,152","3,121",33,"1,025"
,North Chungcheong Total,Female,"21,133","2,770","3,105",802,"10,576","2,883",35,962
,North Chungcheong Cheongju-si,Total,"26,730","2,345","2,715",686,"14,658","4,856",0,"1,470"
,North Chungcheong Cheongju-si,Male,"13,790","1,194","1,446",338,"7,528","2,538",0,746
,North Chungcheong Cheongju-si,Female,"12,940","1,151","1,269",348,"7,130","2,318",0,724
,North Chungcheong Chungju-si,Total,"4,828",676,"1,026",121,"2,553",383,15,54
,North Chungcheong Chungju-si,Male,"2,483",370,532,77,"1,284",184,7,29
,North Chungcheong Chungju-si,Female,"2,345",306,494,44,"1,269",199,8,25
,North Chungcheong Jecheon-si,Total,"2,618",553,448,201,"1,148",144,0,124
,North Chungcheong Jecheon-si,Male,"1,367",288,226,102,609,72,0,70
,North Chungcheong Jecheon-si,Female,"1,251",265,222,99,539,72,0,54
,North Chungcheong Boeun-gun,Total,408,74,113,0,205,0,0,16
,North Chungcheong Boeun-gun,Male,190,38,54,0,91,0,0,7
,North Chungcheong Boeun-gun,Female,218,36,59,0,114,0,0,9
,North Chungcheong Okcheon-gun,Total,758,255,132,55,262,31,0,23
,North Chungcheong Okcheon-gun,Male,408,144,74,28,132,17,0,13
,North Chungcheong Okcheon-gun,Female,350,111,58,27,130,14,0,10
,North Chungcheong Yeongdong-gun,Total,692,176,320,21,131,0,25,19
,North Chungcheong Yeongdong-gun,Male,355,88,163,13,71,0,10,10
,North Chungcheong Yeongdong-gun,Female,337,88,157,8,60,0,15,9
,North Chungcheong Jincheon-gun,Total,"2,856",810,433,261,880,269,0,203
,North Chungcheong Jincheon-gun,Male,"1,487",402,243,126,455,151,0,110
,North Chungcheong Jincheon-gun,Female,"1,369",408,190,135,425,118,0,93
,North Chungcheong Goesan-gun,Total,390,98,160,95,0,19,0,18
,North Chungcheong Goesan-gun,Male,190,50,82,38,0,13,0,7
,North Chungcheong Goesan-gun,Female,200,48,78,57,0,6,0,11
,North Chungcheong Eumseong-gun,Total,"2,572",469,692,120,979,263,28,21
,North Chungcheong Eumseong-gun,Male,"1,355",262,350,65,530,125,16,7
,North Chungcheong Eumseong-gun,Female,"1,217",207,342,55,449,138,12,14
,North Chungcheong Jeungpyong-gun,Total,"1,358",97,271,0,912,39,0,39
,North Chungcheong Jeungpyong-gun,Male,681,48,134,0,452,21,0,26
,North Chungcheong Jeungpyong-gun,Female,677,49,137,0,460,18,0,13
,North Chungcheong Danyang-gun,Total,465,218,184,63,0,0,0,0
,North Chungcheong Danyang-gun,Male,236,117,85,34,0,0,0,0
,North Chungcheong Danyang-gun,Female,229,101,99,29,0,0,0,0
South Chungcheong,South Chungcheong Total,Total,"59,379","6,243","5,815","1,960","30,290","12,037",66,"2,968"
,South Chungcheong Total,Male,"30,579","3,267","2,995","1,034","15,497","6,240",36,"1,510"
,South Chungcheong Total,Female,"28,800","2,976","2,820",926,"14,793","5,797",30,"1,458"
,South Chungcheong Cheonan-si,Total,"19,275","2,043",400,458,"10,196","5,426",66,686
,South Chungcheong Cheonan-si,Male,"9,985","1,068",225,254,"5,219","2,837",36,346
,South Chungcheong Cheonan-si,Female,"9,290",975,175,204,"4,977","2,589",30,340
,South Chungcheong Gongju-si,Total,"1,863",377,283,148,793,262,0,0
,South Chungcheong Gongju-si,Male,957,208,136,76,402,135,0,0
,South Chungcheong Gongju-si,Female,906,169,147,72,391,127,0,0
,South Chungcheong Boryeong-si,Total,"1,974",257,269,125,937,266,0,120
,South Chungcheong Boryeong-si,Male,"1,018",142,132,60,490,129,0,65
,South Chungcheong Boryeong-si,Female,956,115,137,65,447,137,0,55
,South Chungcheong Asan-si,Total,"12,763","1,101",567,89,"7,123","3,177",0,706
,South Chungcheong Asan-si,Male,"6,568",559,302,33,"3,675","1,640",0,359
,South Chungcheong Asan-si,Female,"6,195",542,265,56,"3,448","1,537",0,347
,South Chungcheong Seosan-si,Total,"5,521",311,647,166,"3,211",909,0,277
,South Chungcheong Seosan-si,Male,"2,878",176,353,83,"1,661",466,0,139
,South Chungcheong Seosan-si,Female,"2,643",135,294,83,"1,550",443,0,138
,South Chungcheong Nonsan-si,Total,"3,103",246,582,289,"1,473",336,0,177
,South Chungcheong Nonsan-si,Male,"1,604",137,309,160,728,177,0,93
,South Chungcheong Nonsan-si,Female,"1,499",109,273,129,745,159,0,84
,South Chungcheong Gyerong-si,Total,"1,122",63,61,25,566,263,0,144
,South Chungcheong Gyerong-si,Male,566,31,30,14,287,143,0,61
,South Chungcheong Gyerong-si,Female,556,32,31,11,279,120,0,83
,South Chungcheong Geumsan-gun,Total,821,224,174,86,234,17,0,86
,South Chungcheong Geumsan-gun,Male,406,110,94,46,109,2,0,45
,South Chungcheong Geumsan-gun,Female,415,114,80,40,125,15,0,41
,South Chungcheong Buyeo-gun,Total,876,164,438,31,135,108,0,0
,South Chungcheong Buyeo-gun,Male,452,93,215,20,70,54,0,0
,South Chungcheong Buyeo-gun,Female,424,71,223,11,65,54,0,0
,South Chungcheong Seocheon-gun,Total,855,172,385,101,170,27,0,0
,South Chungcheong Seocheon-gun,Male,425,71,200,48,91,15,0,0
,South Chungcheong Seocheon-gun,Female,430,101,185,53,79,12,0,0
,South Chungcheong Cheongyang-gun,Total,382,62,131,0,136,53,0,0
,South Chungcheong Cheongyang-gun,Male,201,29,67,0,71,34,0,0
,South Chungcheong Cheongyang-gun,Female,181,33,64,0,65,19,0,0
,South Chungcheong Hongseong-gun,Total,"2,249",298,556,24,838,304,0,229
,South Chungcheong Hongseong-gun,Male,"1,146",156,280,14,420,158,0,118
,South Chungcheong Hongseong-gun,Female,"1,103",142,276,10,418,146,0,111
,South Chungcheong Yesan-gun,Total,"1,103",139,374,17,410,83,0,80
,South Chungcheong Yesan-gun,Male,551,68,187,9,214,30,0,43
,South Chungcheong Yesan-gun,Female,552,71,187,8,196,53,0,37
,South Chungcheong Taean-gun,Total,"1,106",52,322,59,494,37,0,142
,South Chungcheong Taean-gun,Male,556,26,165,34,236,16,0,79
,South Chungcheong Taean-gun,Female,550,26,157,25,258,21,0,63
,South Chungcheong Dangjin-si,Total,"6,366",734,626,342,"3,574",769,0,321
,South Chungcheong Dangjin-si,Male,"3,266",393,300,183,"1,824",404,0,162
,South Chungcheong Dangjin-si,Female,"3,100",341,326,159,"1,750",365,0,159
North Jeolla,North Jeolla Total,Total,"41,961","5,129","6,859","3,653","18,888","6,225",12,"1,195"
,North Jeolla Total,Male,"21,685","2,638","3,543","1,918","9,740","3,220",8,618
,North Jeolla Total,Female,"20,276","2,491","3,316","1,735","9,148","3,005",4,577
,North Jeolla Jeonju-si,Total,"18,042","1,510","2,495",742,"9,311","3,217",12,755
,North Jeolla Jeonju-si,Male,"9,371",782,"1,273",392,"4,864","1,653",8,399
,North Jeolla Jeonju-si,Female,"8,671",728,"1,222",350,"4,447","1,564",4,356
,North Jeolla Gunsan-si,Total,"6,891","1,013","1,011",635,"3,136",945,0,151
,North Jeolla Gunsan-si,Male,"3,546",536,547,328,"1,583",493,0,59
,North Jeolla Gunsan-si,Female,"3,345",477,464,307,"1,553",452,0,92
,North Jeolla Iksan-si,Total,"6,064",711,885,514,"2,796","1,022",0,136
,North Jeolla Iksan-si,Male,"3,101",378,482,258,"1,387",517,0,79
,North Jeolla Iksan-si,Female,"2,963",333,403,256,"1,409",505,0,57
,North Jeolla Jeongeup-si,Total,"2,143",338,485,169,813,305,0,33
,North Jeolla Jeongeup-si,Male,"1,096",173,247,97,409,157,0,13
,North Jeolla Jeongeup-si,Female,"1,047",165,238,72,404,148,0,20
,North Jeolla Namwon-si,Total,"2,002",183,424,244,933,218,0,0
,North Jeolla Namwon-si,Male,"1,066",96,219,132,493,126,0,0
,North Jeolla Namwon-si,Female,936,87,205,112,440,92,0,0
,North Jeolla Gimje-si,Total,"1,339",217,400,223,351,144,0,4
,North Jeolla Gimje-si,Male,689,112,196,121,180,77,0,3
,North Jeolla Gimje-si,Female,650,105,204,102,171,67,0,1
,North Jeolla Wanju-gun,Total,"2,192",261,539,247,842,243,0,60
,North Jeolla Wanju-gun,Male,"1,101",130,255,118,441,125,0,32
,North Jeolla Wanju-gun,Female,"1,091",131,284,129,401,118,0,28
,North Jeolla Jinan-gun,Total,214,96,0,118,0,0,0,0
,North Jeolla Jinan-gun,Male,97,38,0,59,0,0,0,0
,North Jeolla Jinan-gun,Female,117,58,0,59,0,0,0,0
,North Jeolla Muju-gun,Total,358,166,0,114,78,0,0,0
,North Jeolla Muju-gun,Male,193,82,0,65,46,0,0,0
,North Jeolla Muju-gun,Female,165,84,0,49,32,0,0,0
,North Jeolla Jangsu-gun,Total,311,117,175,0,0,19,0,0
,North Jeolla Jangsu-gun,Male,168,59,98,0,0,11,0,0
,North Jeolla Jangsu-gun,Female,143,58,77,0,0,8,0,0
,North Jeolla Imsil-gun,Total,368,0,49,294,0,0,0,25
,North Jeolla Imsil-gun,Male,211,0,24,172,0,0,0,15
,North Jeolla Imsil-gun,Female,157,0,25,122,0,0,0,10
,North Jeolla Sunchang-gun,Total,381,187,84,90,0,20,0,0
,North Jeolla Sunchang-gun,Male,190,81,46,53,0,10,0,0
,North Jeolla Sunchang-gun,Female,191,106,38,37,0,10,0,0
,North Jeolla Gochang-gun,Total,947,214,312,178,163,55,0,25
,North Jeolla Gochang-gun,Male,484,117,156,81,90,26,0,14
,North Jeolla Gochang-gun,Female,463,97,156,97,73,29,0,11
,North Jeolla Buan-gun,Total,709,116,0,85,465,37,0,6
,North Jeolla Buan-gun,Male,372,54,0,42,247,25,0,4
,North Jeolla Buan-gun,Female,337,62,0,43,218,12,0,2
South Jeolla,South Jeolla Total,Total,"44,148","7,579","8,833","2,293","18,233","5,121",52,"2,037"
,South Jeolla Total,Male,"22,862","3,898","4,556","1,180","9,465","2,626",26,"1,111"
,South Jeolla Total,Female,"21,286","3,681","4,277","1,113","8,768","2,495",26,926
,South Jeolla Mokpo-si,Total,"7,437",416,"1,196",0,"4,410","1,301",32,82
,South Jeolla Mokpo-si,Male,"3,947",218,632,0,"2,335",702,13,47
,South Jeolla Mokpo-si,Female,"3,490",198,564,0,"2,075",599,19,35
,South Jeolla Yeosu-si,Total,"7,073","1,086","1,664",247,"3,128",540,0,408
,South Jeolla Yeosu-si,Male,"3,623",569,845,125,"1,576",284,0,224
,South Jeolla Yeosu-si,Female,"3,450",517,819,122,"1,552",256,0,184
,South Jeolla Suncheon-si,Total,"7,983","1,113",653,288,"4,278","1,373",0,278
,South Jeolla Suncheon-si,Male,"4,183",604,329,154,"2,233",699,0,164
,South Jeolla Suncheon-si,Female,"3,800",509,324,134,"2,045",674,0,114
,South Jeolla Naju-si,Total,"3,383",760,358,0,"1,217",465,0,583
,South Jeolla Naju-si,Male,"1,765",383,188,0,634,245,0,315
,South Jeolla Naju-si,Female,"1,618",377,170,0,583,220,0,268
,South Jeolla Gwangyang-si,Total,"5,425","1,349",571,103,"2,678",485,0,239
,South Jeolla Gwangyang-si,Male,"2,804",698,303,49,"1,388",229,0,137
,South Jeolla Gwangyang-si,Female,"2,621",651,268,54,"1,290",256,0,102
,South Jeolla Damyang-gun,Total,544,201,56,27,197,20,0,43
,South Jeolla Damyang-gun,Male,262,102,36,10,87,7,0,20
,South Jeolla Damyang-gun,Female,282,99,20,17,110,13,0,23
,South Jeolla Gokseong-gun,Total,377,219,94,64,0,0,0,0
,South Jeolla Gokseong-gun,Male,201,116,48,37,0,0,0,0
,South Jeolla Gokseong-gun,Female,176,103,46,27,0,0,0,0
,South Jeolla Gurye-gun,Total,300,163,0,97,23,17,0,0
,South Jeolla Gurye-gun,Male,148,79,0,46,14,9,0,0
,South Jeolla Gurye-gun,Female,152,84,0,51,9,8,0,0
,South Jeolla Goheung-gun,Total,809,153,265,182,189,20,0,0
,South Jeolla Goheung-gun,Male,378,69,116,94,88,11,0,0
,South Jeolla Goheung-gun,Female,431,84,149,88,101,9,0,0
,South Jeolla Boseong-gun,Total,509,242,159,26,75,7,0,0
,South Jeolla Boseong-gun,Male,268,131,79,13,41,4,0,0
,South Jeolla Boseong-gun,Female,241,111,80,13,34,3,0,0
,South Jeolla Hwasun-gun,Total,"1,173",256,303,30,360,224,0,0
,South Jeolla Hwasun-gun,Male,606,130,161,11,197,107,0,0
,South Jeolla Hwasun-gun,Female,567,126,142,19,163,117,0,0
,South Jeolla Jangheung-gun,Total,592,288,145,91,0,48,20,0
,South Jeolla Jangheung-gun,Male,311,152,74,47,0,25,13,0
,South Jeolla Jangheung-gun,Female,281,136,71,44,0,23,7,0
,South Jeolla Gangjin-gun,Total,644,32,290,196,126,0,0,0
,South Jeolla Gangjin-gun,Male,315,11,142,89,73,0,0,0
,South Jeolla Gangjin-gun,Female,329,21,148,107,53,0,0,0
South Jeolla,South Jeolla Haenam-gun,Total,"1,090",139,466,106,362,17,0,0
,South Jeolla Haenam-gun,Male,568,67,247,53,193,8,0,0
,South Jeolla Haenam-gun,Female,522,72,219,53,169,9,0,0
,South Jeolla Yeongam-gun,Total,"1,339",145,627,164,260,94,0,49
,South Jeolla Yeongam-gun,Male,685,67,322,87,131,45,0,33
,South Jeolla Yeongam-gun,Female,654,78,305,77,129,49,0,16
,South Jeolla Muan-gun,Total,"1,754",146,334,117,676,320,0,161
,South Jeolla Muan-gun,Male,922,72,199,61,351,153,0,86
,South Jeolla Muan-gun,Female,832,74,135,56,325,167,0,75
,South Jeolla Hampyeong-gun,Total,427,94,314,0,0,19,0,0
,South Jeolla Hampyeong-gun,Male,222,47,167,0,0,8,0,0
,South Jeolla Hampyeong-gun,Female,205,47,147,0,0,11,0,0
,South Jeolla Yeongwang-gun,Total,940,262,325,184,29,40,0,100
,South Jeolla Yeongwang-gun,Male,469,131,168,97,14,17,0,42
,South Jeolla Yeongwang-gun,Female,471,131,157,87,15,23,0,58
,South Jeolla Jangseong-gun,Total,679,191,293,46,21,34,0,94
,South Jeolla Jangseong-gun,Male,329,89,138,24,11,24,0,43
,South Jeolla Jangseong-gun,Female,350,102,155,22,10,10,0,51
,South Jeolla Wando-gun,Total,939,179,321,195,187,57,0,0
,South Jeolla Wando-gun,Male,503,90,165,123,92,33,0,0
,South Jeolla Wando-gun,Female,436,89,156,72,95,24,0,0
,South Jeolla Jindo-gun,Total,455,71,197,130,17,40,0,0
,South Jeolla Jindo-gun,Male,204,32,89,60,7,16,0,0
,South Jeolla Jindo-gun,Female,251,39,108,70,10,24,0,0
,South Jeolla Sinan-gun,Total,276,74,202,0,0,0,0,0
,South Jeolla Sinan-gun,Male,149,41,108,0,0,0,0,0
,South Jeolla Sinan-gun,Female,127,33,94,0,0,0,0,0
North Gyeongsang,North Gyeongsang Total,Total,"58,234","7,280","4,574","1,539","31,993","9,434",69,"3,345"
,North Gyeongsang Total,Male,"30,256","3,719","2,461",783,"16,641","4,867",33,"1,752"
,North Gyeongsang Total,Female,"27,978","3,561","2,113",756,"15,352","4,567",36,"1,593"
,North Gyeongsang Pohang-si,Total,"11,876",783,682,67,"7,397","2,419",0,528
,North Gyeongsang Pohang-si,Male,"6,246",415,380,27,"3,856","1,282",0,286
,North Gyeongsang Pohang-si,Female,"5,630",368,302,40,"3,541","1,137",0,242
,North Gyeongsang Gyeongju-si,Total,"5,503",437,490,183,"3,192",806,0,395
,North Gyeongsang Gyeongju-si,Male,"2,823",198,273,87,"1,643",414,0,208
,North Gyeongsang Gyeongju-si,Female,"2,680",239,217,96,"1,549",392,0,187
,North Gyeongsang Gimcheon-si,Total,"3,054",368,369,0,"1,317",568,0,432
,North Gyeongsang Gimcheon-si,Male,"1,602",181,198,0,701,289,0,233
,North Gyeongsang Gimcheon-si,Female,"1,452",187,171,0,616,279,0,199
,North Gyeongsang Andong-si,Total,"3,320",505,409,86,"1,552",356,0,412
,North Gyeongsang Andong-si,Male,"1,731",273,203,40,826,170,0,219
,North Gyeongsang Andong-si,Female,"1,589",232,206,46,726,186,0,193
,North Gyeongsang Gumi-si,Total,"12,141",750,514,239,"6,789","3,105",69,675
,North Gyeongsang Gumi-si,Male,"6,327",389,294,126,"3,548","1,585",33,352
,North Gyeongsang Gumi-si,Female,"5,814",361,220,113,"3,241","1,520",36,323
,North Gyeongsang Yeongju-si,Total,"2,111",386,208,272,"1,032",156,0,57
,North Gyeongsang Yeongju-si,Male,"1,095",201,107,150,521,84,0,32
,North Gyeongsang Yeongju-si,Female,"1,016",185,101,122,511,72,0,25
,North Gyeongsang Yeongcheon-si,Total,"1,823",227,301,0,"1,055",170,0,70
,North Gyeongsang Yeongcheon-si,Male,949,112,160,0,551,88,0,38
,North Gyeongsang Yeongcheon-si,Female,874,115,141,0,504,82,0,32
,North Gyeongsang Sangju-si,Total,"1,080",438,48,27,446,98,0,23
,North Gyeongsang Sangju-si,Male,558,233,16,17,229,50,0,13
,North Gyeongsang Sangju-si,Female,522,205,32,10,217,48,0,10
,North Gyeongsang Mungyeong-si,Total,"1,130",167,140,59,591,158,0,15
,North Gyeongsang Mungyeong-si,Male,591,93,75,25,303,84,0,11
,North Gyeongsang Mungyeong-si,Female,539,74,65,34,288,74,0,4
,North Gyeongsang Gyeongsan-si,Total,"6,589",733,565,193,"4,130",703,0,265
,North Gyeongsang Gyeongsan-si,Male,"3,392",389,292,97,"2,132",349,0,133
,North Gyeongsang Gyeongsan-si,Female,"3,197",344,273,96,"1,998",354,0,132
,North Gyeongsang Gunwi-gun,Total,157,18,91,0,48,0,0,0
,North Gyeongsang Gunwi-gun,Male,87,9,48,0,30,0,0,0
,North Gyeongsang Gunwi-gun,Female,70,9,43,0,18,0,0,0
,North Gyeongsang Uiseong-gun,Total,592,195,305,72,0,20,0,0
,North Gyeongsang Uiseong-gun,Male,306,92,160,43,0,11,0,0
,North Gyeongsang Uiseong-gun,Female,286,103,145,29,0,9,0,0
,North Gyeongsang Cheongsong-gun,Total,246,137,39,29,0,11,0,30
,North Gyeongsang Cheongsong-gun,Male,123,67,21,15,0,5,0,15
,North Gyeongsang Cheongsong-gun,Female,123,70,18,14,0,6,0,15
,North Gyeongsang Yeongyang-gun,Total,193,158,0,35,0,0,0,0
,North Gyeongsang Yeongyang-gun,Male,104,84,0,20,0,0,0,0
,North Gyeongsang Yeongyang-gun,Female,89,74,0,15,0,0,0,0
,North Gyeongsang Yeongdeok-gun,Total,563,203,0,0,360,0,0,0
,North Gyeongsang Yeongdeok-gun,Male,267,86,0,0,181,0,0,0
,North Gyeongsang Yeongdeok-gun,Female,296,117,0,0,179,0,0,0
,North Gyeongsang Cheongdo-gun,Total,326,164,40,0,103,19,0,0
,North Gyeongsang Cheongdo-gun,Male,165,86,22,0,49,8,0,0
,North Gyeongsang Cheongdo-gun,Female,161,78,18,0,54,11,0,0
,North Gyeongsang Goryeong-gun,Total,558,181,51,0,326,0,0,0
,North Gyeongsang Goryeong-gun,Male,277,82,29,0,166,0,0,0
,North Gyeongsang Goryeong-gun,Female,281,99,22,0,160,0,0,0
,North Gyeongsang Seongju-gun,Total,460,171,0,0,227,62,0,0
,North Gyeongsang Seongju-gun,Male,233,88,0,0,115,30,0,0
,North Gyeongsang Seongju-gun,Female,227,83,0,0,112,32,0,0
,North Gyeongsang Chilgok-gun,Total,"3,760",355,183,157,"2,516",475,0,74
,North Gyeongsang Chilgok-gun,Male,"1,977",183,105,79,"1,334",240,0,36
,North Gyeongsang Chilgok-gun,Female,"1,783",172,78,78,"1,182",235,0,38
,North Gyeongsang Yecheon-gun,Total,"1,254",263,123,53,517,255,0,43
,North Gyeongsang Yecheon-gun,Male,652,125,71,24,265,147,0,20
,North Gyeongsang Yecheon-gun,Female,602,138,52,29,252,108,0,23
,North Gyeongsang Bonghwa-gun,Total,292,159,16,27,58,32,0,0
,North Gyeongsang Bonghwa-gun,Male,159,88,7,9,37,18,0,0
,North Gyeongsang Bonghwa-gun,Female,133,71,9,18,21,14,0,0
,North Gyeongsang Uljin-gun,Total,"1,148",424,0,40,337,21,0,326
,North Gyeongsang Uljin-gun,Male,563,216,0,24,154,13,0,156
,North Gyeongsang Uljin-gun,Female,585,208,0,16,183,8,0,170
,North Gyeongsang Ulleung-gun,Total,58,58,0,0,0,0,0,0
,North Gyeongsang Ulleung-gun,Male,29,29,0,0,0,0,0,0
,North Gyeongsang Ulleung-gun,Female,29,29,0,0,0,0,0,0
South Gyeongsang,South Gyeongsang Total,Total,"84,337","13,823","5,281","2,243","42,484","17,041",143,"3,322"
,South Gyeongsang Total,Male,"43,718","7,226","2,703","1,146","22,125","8,757",92,"1,669"
,South Gyeongsang Total,Female,"40,619","6,597","2,578","1,097","20,359","8,284",51,"1,653"
,South Gyeongsang Changwon-si,Total,"25,610","4,365","1,424",629,"12,081","5,629",0,"1,482"
,South Gyeongsang Changwon-si,Male,"13,314","2,252",735,320,"6,362","2,878",0,767
,South Gyeongsang Changwon-si,Female,"12,296","2,113",689,309,"5,719","2,751",0,715
,South Gyeongsang Jinju-si,Total,"9,891","1,123",477,179,"6,037","1,505",0,570
,South Gyeongsang Jinju-si,Male,"5,202",631,231,96,"3,200",774,0,270
,South Gyeongsang Jinju-si,Female,"4,689",492,246,83,"2,837",731,0,300
,South Gyeongsang Tongyeong-si,Total,"3,213",835,188,0,"1,722",378,0,90
,South Gyeongsang Tongyeong-si,Male,"1,574",424,89,0,833,193,0,35
,South Gyeongsang Tongyeong-si,Female,"1,639",411,99,0,889,185,0,55
,South Gyeongsang Sacheon-si,Total,"3,545",754,200,166,"1,894",287,0,244
,South Gyeongsang Sacheon-si,Male,"1,841",415,104,91,985,129,0,117
,South Gyeongsang Sacheon-si,Female,"1,704",339,96,75,909,158,0,127
,South Gyeongsang Gimhae-si,Total,"15,025","2,696",420,132,"7,604","4,060",0,113
,South Gyeongsang Gimhae-si,Male,"7,804","1,381",234,75,"3,935","2,120",0,59
,South Gyeongsang Gimhae-si,Female,"7,221","1,315",186,57,"3,669","1,940",0,54
,South Gyeongsang Miryang-si,Total,"1,855",274,512,31,763,233,0,42
,South Gyeongsang Miryang-si,Male,962,155,256,18,397,119,0,17
,South Gyeongsang Miryang-si,Female,893,119,256,13,366,114,0,25
,South Gyeongsang Geoje-si,Total,"7,937",983,275,0,"4,519","1,645",17,498
,South Gyeongsang Geoje-si,Male,"4,150",506,138,0,"2,353",880,11,262
,South Gyeongsang Geoje-si,Female,"3,787",477,137,0,"2,166",765,6,236
,South Gyeongsang Yangsan-si,Total,"10,247",797,860,212,"5,197","2,884",126,171
,South Gyeongsang Yangsan-si,Male,"5,296",411,453,101,"2,696","1,469",81,85
,South Gyeongsang Yangsan-si,Female,"4,951",386,407,111,"2,501","1,415",45,86
,South Gyeongsang Uiryeong-gun,Total,282,130,0,97,46,9,0,0
,South Gyeongsang Uiryeong-gun,Male,131,57,0,45,24,5,0,0
,South Gyeongsang Uiryeong-gun,Female,151,73,0,52,22,4,0,0
,South Gyeongsang Haman-gun,Total,"1,189",255,182,30,475,179,0,68
